LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,SIDEBAR1,SIDEBAR2,SIDEBAR3,1395,MORE INFO,LEVEL
منابع نفتی,فروش اموال,منابع صندوق‌ توسعه کشاورزی,,منابع حاصل از ماده ۱۲ قانون تشکیل وزارت جهاد کشاورزی,ردیف شماره ۲۱۰۲۱۲ از جدول شماره ۵,,55.000,0.000,0.000,55.000,,3
منابع نفتی,فروش اموال,واگذاری واحد‌های خدماتی، رفاهی,,منابع حاصل از فروش مجتمع‌های دستگاه‌های اجرایی با کاربری تفریحی و واگذاری واحد‌های خدماتی، رفاهی و مانند آن به اشخاص صاحب صلاحیت بخش غیر دولتی,ردیف شماره ۲۱۰۲۱۳ از جدول شماره ۵,,90.000,0.000,0.000,90.000,,3
منابع نفتی,فروش اموال,فروش زندان‌های قدیمی,,فروش زندان‌های قدیمی و اموال منقول مازاد سازمان زندان‌ها و اقدامات تامینی و تربیتی کشور,ردیف شماره ۲۱۰۲۱۴ از جدول شماره ۵,,100.000,0.000,0.000,100.000,,3
منابع نفتی,فروش اموال,,,منابع حاصل از فروش و واگذاری اموال منقول و غیرمنقول,ردیف شماره ۲۱۰۲۰۰ از جدول شماره ۵,,"1,544.900",35.100,54.000,"1,634.000",,2
منابع نفتی,واگذاری طرح‌های عمرانی,,,منابع حاصل از واگذاری طرح‌های تملک دارایی‌های سرمایه‌ای,ردیف شماره ۲۱۰۳۰۰ از جدول شماره ۵,,"3,000.000",0.000,0.000,"3,000.000",,2
منابع نفتی,,,,منابع خاصل از واگذاری دارایی‌های سرمایه‌ای,ردیف شماره ۲۰۰۰۰۰ از جدول شماره ۵,,"79,046.700",35.100,54.000,"79,135.800",,1
منابع مالی,اوراق مالی,فروش اوراق مشارکت,,منابع حاصل از فروش اوراق مشارکت برای اجرای طرح‌های تملک دارایی‌های سرمایه‌ای,ردیف شماره ۳۱۰۱۰۲ از جدول شماره ۵,,"5,000.000",0.000,0.000,"5,000.000",,3
منابع مالی,اوراق مالی,فروش اسناد خزانه,,منابع حاصل از فروش اسناد خزانه اسلامی,ردیف شماره ۳۱۰۱۰۳ از جدول شماره ۵,,"7,500.000",0.000,0.000,"7,500.000",,3
منابع مالی,اوراق مالی,انتشار اوراق صکوک,,انتشار اوراق صکوک به منظور تسویه مطالبات قطعی اشخاص حقیقی و حقوقی برای طرح‌های تملک دارایی‌های سرمایه‌ای,ردیف شماره ۳۱۰۱۰۵ از جدول شماره ۵,,"15,000.000",0.000,0.000,"15,000.000",,3
منابع مالی,اوراق مالی,دریافت مطالبات دولت,,دریافت مطالبات قطعی دولت (وزارت‌خانه‌ها و موسسات دولتی) از اشخاص حقیقی و حقوقی تعاونی و خصوصی (جمعی - خرجی),ردیف شماره ۳۱۰۱۰۶ از جدول شماره ۵,,"12,500.000",0.000,0.000,"12,500.000",,3
منابع مالی,اوراق مالی,,,منابع خاصل از فروش اسناد خزانه اسلامی و اوراق مشارکت و سکوک اجاره,ردیف شماره ۳۱۰۱۰۰ از جدول شماره ۵,,"40,000.000",0.000,0.000,"40,000.000",,2
منابع مالی,وام خارجی,,,منابع حاصل از استفاده از تسهیلات خارجی - وصولی از محل تسهیلات سایر بانک‌ها و منابع خارجی,ردیف شماره ۳۱۰۲۰۰ از جدول شماره ۵,,149.170,0.000,0.000,149.170,,2
منابع مالی,دریافت اصل وام‌ها,دریافت اصل وام‌های داخلی دولت,,منابع حاصل از دریافت اصل وام‌های داخلی دولت - موضوع ماده ۳۲ قانون برنامه و بودجه,ردیف شماره ۳۱۰۴۰۲ از جدول شماره ۵,,196.808,0.000,0.000,196.808,,3
منابع مالی,دریافت اصل وام‌ها,دریافت وام‌های داخلی از شرکت‌های دولتی,,دریافت وام‌های داخلی دولت از شرکت‌های آب، برق، آب و فاضلاب، مخابرات، نفت و گاز بابت بدهی نیروهای مسلح - موضوع ماده ۳۲ قانون برنامه و بودجه,ردیف شماره ۳۱۰۴۰۳ از جدول شماره ۵,,80.000,0.000,0.000,80.000,,3
منابع مالی,دریافت اصل وام‌ها,,,منابع حاصل از دریافت اصل وام‌‌ها,ردیف شماره ۳۱۰۴۰۰ از جدول شماره ۵,,276.808,0.000,0.000,276.808,,2
منابع مالی,واگذاری شرکت‌های دولتی,واگذاری شرکت‌های دولتی,,منابع حاصل از واگذاری شرکت‌های دولتی,ردیف شماره ۳۱۰۵۰۱ از جدول شماره ۵,,"11,500.000",0.000,0.000,"11,500.000",,3
منابع مالی,واگذاری شرکت‌های دولتی,واگذاری نیروگاه‌ها,,سهم بخش تعاون,ردیف شماره ۳۱۰۵۰۲ از جدول شماره ۵,,"4,500.000",0.000,0.000,"4,500.000",,3
منابع مالی,واگذاری شرکت‌های دولتی,واگذاری شرکت‌های کشاورزی,,منابع حاصل از فروش سهام و سهم‌الشرکه شرکت‌های دولتی وابسته به جهاد کشاورزی,ردیف شماره ۳۱۰۵۱۵ از جدول شماره ۵,,50.000,0.000,0.000,50.000,,3
منابع مالی,واگذاری شرکت‌های دولتی,,,منابع حاصل از واگذاری شرکت‌های دولتی,ردیف شماره ۳۱۰۵۰۰ از جدول شماره ۵,,"16,050.000",0.000,0.000,"16,050.000",,2
منابع مالی,برگشتی سال‌های قبل,,,منابع حاصل از برگشتی پرداخت‌های سال‌های قبل,ردیف شماره ۳۱۰۶۰۰ از جدول شماره ۵,,386.772,0.000,0.000,386.772,,2
منابع مالی,منابع صندوق توسعه ملی,,,منابع حاصل از استفاده توسعه ملی برای افزایش سرمایه صندوق نو‌آوری و شکوفایی,ردیف شماره ۳۱۰۷۰۰ از جدول شماره ۵,,599.400,0.000,0.000,599.400,,2
منابع مالی,سایر واگذاری‌ها,,,منابع حاصل از سایر واگذاری‌ها - واگذاری باقیمانده سهام دولت در بانک‌ها و بیمه ها,ردیف شماره ۳۱۰۸۰۰ از جدول شماره ۵,,500.000,0.000,0.000,500.000,,2
منابع مالی,,,,منابع خاصل از واگذاری دارایی‌های مالی,ردیف شماره ۳۰۰۰۰۰ از جدول شماره ۵,,"57,962.150",0.000,0.000,"57,962.150",,1
منابع بودجه,,,,منابع بودجه عمومی شامل درآمدها، منابع حاصل از واگذاری دارایی‌های سرمایه‌ای و دارایی‌های مالی,,,"216,795.415","78,445.405","40,248.695","335,489.515",,0
